Institution,Fiscal Year,Study Level,Program Name,HEADCOUNT
Metropolitan,2021-2022,Graduate,Management PhD,13
Metropolitan,2021-2022,Graduate,Master of Architecture,54
Metropolitan,2021-2022,Graduate,Master of Hlth Admin-Comm Care,62
Metropolitan,2021-2022,Graduate,Master of Journalism,41
Metropolitan,2021-2022,Graduate,Master of Science Computer Sci,51
Metropolitan,2021-2022,Graduate,Master of Science in Mngmnt,79
Metropolitan,2021-2022,Graduate,Master of Social Work,44
Metropolitan,2021-2022,Graduate,PhD  Economics,22
Metropolitan,2021-2022,Graduate,PhD  Physics,31
Metropolitan,2021-2022,Graduate,PhD - Computer Science,50
Metropolitan,2021-2022,Graduate,PhD Aerospace Engineering,29
Metropolitan,2021-2022,Graduate,PhD Biomedical Engineering,13
Metropolitan,2021-2022,Graduate,PhD Building Science,12
Metropolitan,2021-2022,Graduate,PhD Chemical Engineering,28
Metropolitan,2021-2022,Graduate,PhD Civil Engineering,56
Metropolitan,2021-2022,Graduate,PhD Communication & Culture,45
Metropolitan,2021-2022,Graduate,PhD Elec & Computer Eng,69
Metropolitan,2021-2022,Graduate,PhD Math Modelling & Methods,21
Metropolitan,2021-2022,Graduate,PhD Mech and Industrial Engr,59
Metropolitan,2021-2022,Graduate,PhD Media & Design Innovatn FT,*
Metropolitan,2021-2022,Graduate,PhD Molecular Science,31
Metropolitan,2021-2022,Graduate,PhD Policy Studies,46
Metropolitan,2021-2022,Graduate,PhD Psychology,72
Metropolitan,2021-2022,Graduate,PhD Urban Health FT,*
Metropolitan,2021-2022,Graduate,Phd Envir.App.Sci and Mgt,32
Metropolitan,2021-2022,Graduate,Primary Hlth Care Nurs Prac,11
Metropolitan,2022-2023,Undergraduate,Accounting and Finance,1249
Metropolitan,2022-2023,Undergraduate,Architectural Science,281
Metropolitan,2022-2023,Undergraduate,Arts and Contemporary Studies,175
Metropolitan,2022-2023,Undergraduate,BFA Professional Music,92
Metropolitan,2022-2023,Undergraduate,Bachelor of Arts,3482
Metropolitan,2022-2023,Undergraduate,Bachelor of Engineering,3002
Metropolitan,2022-2023,Undergraduate,Bachelor of Science,723
Metropolitan,2022-2023,Undergraduate,Biomedical Sciences,536
Metropolitan,2022-2023,Undergraduate,Bus. Mgt. Part-Time,*
Metropolitan,2022-2023,Undergraduate,Business Management,5414
Metropolitan,2022-2023,Undergraduate,Business Tech Mgt CAAT,42
Metropolitan,2022-2023,Undergraduate,Business Tech. Mgt. PT,59
Metropolitan,2022-2023,Undergraduate,Business Technology Mgt.,1702
Metropolitan,2022-2023,Undergraduate,BusinessTech Mgt CAAT PT,*
Metropolitan,2022-2023,Undergraduate,Child and Youth Care,563
Metropolitan,2022-2023,Undergraduate,Child and Youth Care PT,*
Metropolitan,2022-2023,Undergraduate,Coll. Nursing Centennial,636
Metropolitan,2022-2023,Undergraduate,Coll. Nursing George Brown,703
Metropolitan,2022-2023,Undergraduate,Collaborative Nursing Ryerson,798
Metropolitan,2022-2023,Undergraduate,Computer Science,1385
Metropolitan,2022-2023,Undergraduate,Computer Science Part-Time,52
Metropolitan,2022-2023,Undergraduate,Creative Industries,630
Metropolitan,2022-2023,Undergraduate,Disability Studies Part-time,*
Metropolitan,2022-2023,Undergraduate,Early Childhood Studies,614
Metropolitan,2022-2023,Undergraduate,Early Childhood Studies CTPT,*
Metropolitan,2022-2023,Undergraduate,Fashion,503
Metropolitan,2022-2023,Undergraduate,Fashion Communication,44
Metropolitan,2022-2023,Undergraduate,Fashion Design,34
Metropolitan,2022-2023,Undergraduate,Financial Mathematics,125
Metropolitan,2022-2023,Undergraduate,Geographic Analysis,0
Metropolitan,2022-2023,Undergraduate,Graphic Communications Mgt.,644
Metropolitan,2022-2023,Undergraduate,Health Administration PT,*
Metropolitan,2022-2023,Undergraduate,Hospitality & Tourism Mgt.,397
Metropolitan,2022-2023,Undergraduate,Image Arts-Film Studies,321
Metropolitan,2022-2023,Undergraduate,Image Arts-Photography Studies,209
Metropolitan,2022-2023,Undergraduate,Interior Design,248
Metropolitan,2022-2023,Undergraduate,Intern'l Economics & Finance,309
Metropolitan,2022-2023,Undergraduate,Journalism,408
Metropolitan,2022-2023,Undergraduate,Juris Doctor - Law,462
Metropolitan,2022-2023,Undergraduate,Math and Its Applications,125
Metropolitan,2022-2023,Undergraduate,Media Production,603
Metropolitan,2022-2023,Undergraduate,Midwifery,95
Metropolitan,2022-2023,Undergraduate,Midwifery Part-time,24
Metropolitan,2022-2023,Undergraduate,Nursing Deg Completion PT,56
Metropolitan,2022-2023,Undergraduate,Nursing Degree Completion,97
Metropolitan,2022-2023,Undergraduate,Nutrition and Food,283
Metropolitan,2022-2023,Undergraduate,OHS Degree Completion Pathway,*
Metropolitan,2022-2023,Undergraduate,Occ & Public Health-OHS,16
Metropolitan,2022-2023,Undergraduate,Occ. & Public Health-PHS,12
Metropolitan,2022-2023,Undergraduate,Occupational Health and Safety,107
Metropolitan,2022-2023,Undergraduate,Occupt'l Hlth & Safety 2 yr UG,23
Metropolitan,2022-2023,Undergraduate,Performance Acting,79
Metropolitan,2022-2023,Undergraduate,Performance Dance,97
Metropolitan,2022-2023,Undergraduate,Performance Production,149
Metropolitan,2022-2023,Undergraduate,Post Baccalaureate Midwifery,*
Metropolitan,2022-2023,Undergraduate,Professional Communication,454
Metropolitan,2022-2023,Undergraduate,Public Admin and Governance,*
Metropolitan,2022-2023,Undergraduate,Public Health,254
Metropolitan,2022-2023,Undergraduate,Public Health 2 yr for UGRD,76
Metropolitan,2022-2023,Undergraduate,RT Sport Media,294
Metropolitan,2022-2023,Undergraduate,RTA New Media,220
Metropolitan,2022-2023,Undergraduate,Retail Management,253
Metropolitan,2022-2023,Undergraduate,Ryerson Study Experience,0
Metropolitan,2022-2023,Undergraduate,Social Work,757
Metropolitan,2022-2023,Undergraduate,Social Work Part-time,65
Metropolitan,2022-2023,Undergraduate,Urban & Regional Plan DC,*
Metropolitan,2022-2023,Undergraduate,Urban & Regional Plan PB,32
Metropolitan,2022-2023,Undergraduate,Urban & Regional Planning,379
Metropolitan,2022-2023,Graduate,Dietetics PMDip FT,24
Metropolitan,2022-2023,Graduate,Digital Media MDM,73
Metropolitan,2022-2023,Graduate,Engr Innovation & Entreprnshp,69
Metropolitan,2022-2023,Graduate,Envir. App.Sci.& Mgt.,56
Metropolitan,2022-2023,Graduate,MA Child and Youth Care,24
Metropolitan,2022-2023,Graduate,MA Communication & Culture,28
Metropolitan,2022-2023,Graduate,MA Criminology & Social Justce,22
Metropolitan,2022-2023,Graduate,MA Early Childhood Studies,18
Metropolitan,2022-2023,Graduate,MA Fashion,39
Metropolitan,2022-2023,Graduate,MA Film Photo Preserv Coll Mgt,40
Metropolitan,2022-2023,Graduate,MA Immigration & Settlement,42
Metropolitan,2022-2023,Graduate,MA Int'l Economics & Finance,17
Metropolitan,2022-2023,Graduate,MA Literatures of Modernity,20
Metropolitan,2022-2023,Graduate,MA Media Production,18
Metropolitan,2022-2023,Graduate,MA Philosophy,23
Metropolitan,2022-2023,Graduate,MA Psychology,34
Metropolitan,2022-2023,Graduate,MA Public Policy & Admin,38
Metropolitan,2022-2023,Graduate,MASc Aerospace Engineering,27
Metropolitan,2022-2023,Graduate,MASc Biomedical Engineering,33
Metropolitan,2022-2023,Graduate,MASc Building Science,*
Metropolitan,2022-2023,Graduate,MASc Chemical Engineering,*
Metropolitan,2022-2023,Graduate,MASc Civil Engineering,24
Metropolitan,2022-2023,Graduate,MASc Computer Networks,11
Metropolitan,2022-2023,Graduate,MASc Electrical & Computer Eng,39
Metropolitan,2022-2023,Graduate,MASc Mech and Industrial Engr,13
Metropolitan,2022-2023,Graduate,MASc Project Mgmt Built Enviro,*
Metropolitan,2022-2023,Graduate,MBA Business Administration,91
Metropolitan,2022-2023,Graduate,MBA Business Administration PT,79
Metropolitan,2022-2023,Graduate,MBA Mgmt Technol and Innov PT,*
Metropolitan,2022-2023,Graduate,MBA Mgmt of Technol and Innov,0
Metropolitan,2022-2023,Graduate,MBSc Building Science,19
Metropolitan,2022-2023,Graduate,MENG Aerospace Engineering,46
Metropolitan,2022-2023,Graduate,MEng Aerospace Eng PT,*
Metropolitan,2022-2023,Graduate,MEng Biomedical Engineering,30
Metropolitan,2022-2023,Graduate,MEng Chemical Engineering,19
Metropolitan,2022-2023,Graduate,MEng Chemical Engineering PT,*
Metropolitan,2022-2023,Graduate,MEng Civil Engineering,43
Metropolitan,2022-2023,Graduate,MEng Civil Engineering PT,*
Metropolitan,2022-2023,Graduate,MEng Computer Networks,45
Metropolitan,2022-2023,Graduate,MEng Computer Networks PT,*
Metropolitan,2022-2023,Graduate,MEng Elec. & Computer Eng,31
Metropolitan,2022-2023,Graduate,MEng Mech and Industrial Engr,19
Metropolitan,2022-2023,Graduate,MEng Mechanical Eng PT,10
Metropolitan,2022-2023,Graduate,MFA Documentary Media,27
Metropolitan,2022-2023,Graduate,MFA Scriptwriting Story Design,28
Metropolitan,2022-2023,Graduate,MHSc Nutrition Communication,69
Metropolitan,2022-2023,Graduate,MN Nursing Full-Time,73
Metropolitan,2022-2023,Graduate,MN Nursing Part-Time,28
Metropolitan,2022-2023,Graduate,MPC Prof Communication,25
Metropolitan,2022-2023,Graduate,MPL Urban Development,49
Metropolitan,2022-2023,Graduate,MPM Proj Mgmt in Built Enviro,*
Metropolitan,2022-2023,Graduate,MSA Spatial Analysis,24
Metropolitan,2022-2023,Graduate,MSc Applied Mathematics,22
Metropolitan,2022-2023,Graduate,MSc Data Science and Analytics,37
Metropolitan,2022-2023,Graduate,MSc Molecular Science,54
Metropolitan,2022-2023,Graduate,MSc Occ and Public Health FT,12
Metropolitan,2022-2023,Graduate,MSc Physics,37
Metropolitan,2022-2023,Graduate,Management PhD,19
Metropolitan,2022-2023,Graduate,Master of Architecture,47
Metropolitan,2022-2023,Graduate,Master of Hlth Admin-Comm Care,56
Metropolitan,2022-2023,Graduate,Master of Journalism,41
Metropolitan,2022-2023,Graduate,Master of Science Computer Sci,43
Metropolitan,2022-2023,Graduate,Master of Science in Mngmnt,57
Metropolitan,2022-2023,Graduate,Master of Social Work,38
Metropolitan,2022-2023,Graduate,PhD  Economics,21
Metropolitan,2022-2023,Graduate,PhD  Physics,35
Metropolitan,2022-2023,Graduate,PhD - Computer Science,52
Metropolitan,2022-2023,Graduate,PhD Aerospace Engineering,32
Metropolitan,2022-2023,Graduate,PhD Biomedical Engineering,19
Metropolitan,2022-2023,Graduate,PhD Building Science,13
Metropolitan,2022-2023,Graduate,PhD Chemical Engineering,24
Metropolitan,2022-2023,Graduate,PhD Civil Engineering,58
Metropolitan,2022-2023,Graduate,PhD Communication & Culture,44
Metropolitan,2022-2023,Graduate,PhD Elec & Computer Eng,61
Metropolitan,2022-2023,Graduate,PhD Math Modelling & Methods,21
Metropolitan,2022-2023,Graduate,PhD Mech and Industrial Engr,55
Metropolitan,2022-2023,Graduate,PhD Media & Design Innovatn FT,12
Metropolitan,2022-2023,Graduate,PhD Molecular Science,37
Metropolitan,2022-2023,Graduate,PhD Policy Studies,46
Metropolitan,2022-2023,Graduate,PhD Psychology,68
Metropolitan,2022-2023,Graduate,PhD Urban Health FT,*
Metropolitan,2022-2023,Graduate,Phd Envir.App.Sci and Mgt,32
Metropolitan,2022-2023,Graduate,Primary Hlth Care Nurs Prac,17
